timestamp,login,status,message,user_name,user_area,user_profile,app_env,machine_user,session_id
2026-05-21T13:50:57,,denied,Login não autorizado para uso desta ferramenta.,,,,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T13:57:41,msi7ng,authorized,Login autorizado.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T13:57:41,msi7ng,accepted_responsibility,Responsabilidade SPS aceita antes do acesso.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:24:33,msi7ng,authorized,Login autorizado.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:24:33,msi7ng,accepted_responsibility,Responsabilidade SPS aceita antes do acesso.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:35:59,msi7ng,authorized,Login autorizado.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:35:59,msi7ng,accepted_responsibility,Responsabilidade SPS aceita antes do acesso.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:50:46,msi7ng,logout,Logout realizado pelo usuário.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:52:45,msi7ng,authorized,Login autorizado.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-21T15:52:45,msi7ng,accepted_responsibility,Responsabilidade SPS aceita antes do acesso.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-22T12:42:08,msi7ng,authorized,Login autorizado.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
2026-05-22T12:42:08,msi7ng,accepted_responsibility,Responsabilidade SPS aceita antes do acesso.,Matheus Ramos Morais Silva,Aprendiz função 5,user,local,MSI7NG,321ed551ac8b48f3ab36bceec5f2fd6b
